bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,price
2,1.0,970.0,3279,2.0,0,0,3,7,790.0,180,1150,1351,302860.0
4,2.5,2770.0,7800,2.0,0,0,3,10,2770.0,0,2720,10000,1200000.0
2,1.0,930.0,5000,1.0,0,3,3,7,930.0,0,1760,5228,700000.0
3,1.5,1280.0,4720,1.0,0,0,4,7,850.0,430,1280,4720,465000.0
5,3.5,3190.0,4247,2.0,0,0,3,8,2430.0,760,2580,3989,780000.0
3,1.0,1090.0,11292,1.0,0,0,4,7,1090.0,0,1570,8198,406000.0
3,1.5,960.0,6497,1.0,0,0,4,7,960.0,0,1160,7080,160000.0
4,2.5,3280.0,27441,2.0,0,0,3,9,3280.0,0,3200,26960,699000.0
4,2.5,1770.0,5000,2.0,0,0,3,7,1770.0,0,2080,5100,324950.0
3,2.0,3120.0,9400,1.0,0,0,5,9,1820.0,1300,2770,9500,855000.0
3,1.75,1670.0,7210,1.0,0,0,5,8,1670.0,0,2200,7210,678000.0
3,2.25,2480.0,8755,2.0,0,0,3,8,2480.0,0,2280,9940,325000.0
3,1.0,1450.0,6000,1.0,0,0,4,7,1450.0,0,1170,6464,287000.0
5,3.5,3020.0,15305,2.0,0,0,3,10,2230.0,790,3680,14486,754000.0
4,2.0,2030.0,103672,1.0,0,0,4,7,2030.0,0,1560,325393,335000.0
4,2.5,,2617,1.5,0,0,4,7,1250.0,700,1520,1438,519000.0
3,1.0,1150.0,7314,1.0,0,0,3,7,1150.0,0,1350,7350,300000.0
3,1.75,1370.0,8719,1.0,0,0,3,7,1370.0,0,1370,7525,247200.0
3,2.5,1620.0,5250,2.0,0,0,3,8,1620.0,0,1650,5250,240000.0
3,3.75,3710.0,34412,2.0,0,0,3,10,2910.0,800,2390,34412,998000.0
3,1.75,2010.0,3800,2.0,0,0,2,7,2010.0,0,1540,3800,575000.0
3,1.5,1380.0,11130,1.0,0,0,3,7,1380.0,0,1380,9200,209950.0
3,1.75,1540.0,8925,1.0,0,0,4,7,1540.0,0,1620,10397,392500.0
2,1.0,800.0,15000,1.0,0,0,3,6,800.0,0,1170,15000,110000.0
2,1.0,790.0,8100,1.0,0,0,3,6,790.0,0,1420,8100,259950.0
3,2.5,1495.0,936,3.0,0,0,3,8,1405.0,90,1495,1186,400000.0
2,1.0,810.0,7158,1.0,0,0,5,6,810.0,0,1090,7158,206000.0
4,1.75,1430.0,10500,1.0,0,0,4,7,1130.0,300,2070,8640,412000.0
5,3.5,3060.0,8862,2.0,0,0,3,8,3060.0,0,2680,8398,605000.0
3,2.5,2440.0,7632,2.0,0,0,3,8,2440.0,0,2510,7903,335000.0
4,3.5,4150.0,49503,2.0,0,0,3,11,4150.0,0,3330,60137,1180000.0
3,1.75,1400.0,7405,1.0,0,0,3,7,1400.0,0,1820,7440,334000.0
3,1.5,1280.0,5065,2.0,0,0,4,6,1280.0,0,1070,4491,215000.0
4,3.0,3370.0,100681,1.0,0,0,5,8,1920.0,1450,2440,43705,785000.0
4,2.25,2130.0,5337,2.0,0,0,3,7,2130.0,0,2300,6930,389000.0
4,2.5,2130.0,9268,2.0,0,0,4,8,2130.0,0,2100,8400,355000.0
3,2.5,1640.0,3804,2.0,0,0,3,8,1640.0,0,1440,3230,602000.0
3,1.75,1920.0,7400,1.0,0,0,4,8,1260.0,660,2360,8048,605000.0
5,3.0,2560.0,12480,1.0,0,0,3,8,1590.0,970,2500,17299,565000.0
4,2.0,5461.0,22880,1.0,0,0,4,9,3265.0,2196,1940,10995,545000.0
3,2.0,1210.0,6634,1.0,0,0,4,7,1210.0,0,1560,7200,237000.0
4,2.0,1770.0,5000,2.0,0,0,4,7,1770.0,0,1550,5000,632500.0
7,3.25,4340.0,8521,2.0,0,0,3,7,2550.0,1790,1890,8951,419000.0
3,2.5,2680.0,87117,1.0,0,0,3,7,1340.0,1340,2580,87117,475000.0
3,1.75,1540.0,4800,1.0,0,0,4,6,770.0,770,1510,4080,565000.0
5,3.5,5000.0,26540,2.0,0,3,3,10,3410.0,1590,3360,17398,1730000.0
3,2.5,3410.0,41022,2.0,0,0,3,11,3410.0,0,2150,21429,725000.0
4,1.75,1840.0,10720,1.0,0,0,3,7,960.0,880,1840,9044,404000.0
4,2.25,1790.0,9920,1.0,0,0,4,7,1170.0,620,1990,9648,330000.0
2,1.0,2060.0,8398,1.0,0,0,3,7,1260.0,800,1690,13495,270000.0
4,5.5,5060.0,10320,2.0,0,0,3,11,5060.0,0,3010,10080,2150000.0
2,1.0,1000.0,5375,1.0,0,0,3,7,1000.0,0,1380,5000,420000.0
5,2.75,2520.0,16100,1.0,0,3,4,8,1570.0,950,2760,16988,896000.0
2,1.0,1480.0,6210,1.0,0,0,3,7,1080.0,400,1290,7509,331000.0
4,2.75,2680.0,8500,1.0,0,4,4,9,1480.0,1200,2940,8650,1240000.0
2,1.0,1060.0,3036,1.5,0,0,4,6,1060.0,0,1730,5535,435000.0
4,2.5,2150.0,9000,1.0,0,0,4,7,1360.0,790,1620,8400,317500.0
4,2.5,2560.0,7492,2.0,0,0,3,8,2560.0,0,1260,11541,399500.0
5,3.0,3670.0,9600,1.0,0,1,3,8,1980.0,1690,1730,4933,605000.0
3,2.5,2605.0,2216,2.0,0,2,3,9,2090.0,515,2605,2300,789800.0
3,2.75,2730.0,11936,2.0,0,2,3,8,1530.0,1200,2810,12333,570000.0
3,1.5,1320.0,8100,1.0,0,0,4,7,1320.0,0,1480,8100,500000.0
5,3.0,2190.0,4900,2.0,0,0,5,7,1490.0,700,1370,4606,588000.0
2,1.0,880.0,10950,1.0,0,0,4,7,880.0,0,1450,7560,372500.0
3,1.5,1370.0,7697,1.0,0,0,3,7,1370.0,0,1370,7697,468000.0
5,2.0,2130.0,4180,1.5,0,0,5,7,1270.0,860,1710,4180,615000.0
3,2.5,1570.0,1433,3.0,0,0,3,8,1570.0,0,1570,2652,635000.0
3,1.0,,39150,1.5,0,0,3,6,1580.0,400,1860,11811,308000.0
4,2.5,2400.0,7351,2.0,0,0,3,9,2400.0,0,2330,7756,650000.0
3,1.0,2020.0,8100,1.0,0,0,3,7,1170.0,850,1480,7620,450000.0
4,3.0,2800.0,7198,2.0,0,0,3,8,2800.0,0,3610,7845,444000.0
3,1.75,1460.0,9998,1.0,0,0,3,7,960.0,500,1460,9998,446000.0
4,2.5,1940.0,5414,2.0,0,0,3,8,1940.0,0,2050,6307,420000.0
3,1.0,1100.0,5400,1.5,0,0,3,7,1100.0,0,1770,4400,505000.0
3,1.75,2220.0,11646,1.0,0,0,3,7,1270.0,950,1490,10003,320000.0
3,2.0,1510.0,6710,1.0,0,0,3,7,1070.0,440,1660,6600,397500.0
3,2.5,4110.0,35741,2.0,0,0,3,7,4110.0,0,2710,8865,1030000.0
3,1.0,1040.0,8199,1.0,0,0,3,7,1040.0,0,1420,8200,285650.0
2,1.0,1240.0,6400,1.0,0,1,4,7,1060.0,180,1240,6400,559000.0
3,1.75,1470.0,6250,1.0,0,3,4,7,1070.0,400,2630,7050,432000.0
3,1.0,1070.0,6164,1.0,0,0,3,7,1070.0,0,1320,7920,175000.0
4,3.5,2850.0,2910,2.0,0,2,3,8,1970.0,880,1460,3880,710000.0
4,1.75,1670.0,9886,1.0,0,0,5,7,1670.0,0,2590,9997,456000.0
4,2.5,1940.0,7107,2.0,0,0,3,7,1940.0,0,1850,5705,322500.0
4,4.0,4620.0,130208,2.0,0,0,3,10,4620.0,0,4620,131007,1460000.0
3,1.0,1400.0,5100,1.5,0,0,3,7,1400.0,0,1740,3060,887200.0
3,1.0,1070.0,4800,1.0,0,0,3,6,970.0,100,1120,1198,265000.0
5,3.0,2720.0,9856,2.0,0,0,4,8,2720.0,0,1420,9685,436000.0
3,1.0,1310.0,7125,1.0,0,0,4,7,1310.0,0,1650,7290,240000.0
3,1.75,1720.0,6000,1.0,0,2,3,7,1000.0,720,1690,6000,304000.0
4,2.5,3520.0,7815,2.0,0,3,3,10,3140.0,380,2790,6644,1400000.0
4,3.75,3920.0,4500,3.0,0,0,3,8,3920.0,0,2040,3000,1170000.0
3,2.5,2500.0,10359,2.0,0,0,3,10,2500.0,0,2580,10142,705000.0
4,2.5,2840.0,8746,2.0,0,0,3,8,2840.0,0,2630,9900,339000.0
3,1.75,1100.0,10125,1.0,0,0,4,7,1100.0,0,1520,10125,224000.0
1,1.0,750.0,4000,1.0,0,0,3,6,750.0,0,1770,4850,250000.0
3,2.25,1380.0,7226,1.0,0,0,4,7,1140.0,240,1640,7823,265000.0
3,1.0,1240.0,14110,1.0,0,0,4,7,1240.0,0,2060,19350,270000.0
3,2.5,1950.0,4949,2.0,0,0,3,7,1950.0,0,2200,5740,430000.0
4,4.5,5250.0,48352,2.0,0,0,3,10,5250.0,0,2500,48352,915000.0
3,1.0,1580.0,6000,1.0,0,0,5,7,1580.0,0,1580,6000,551000.0
4,3.25,2510.0,7686,2.0,0,0,3,9,2510.0,0,2510,6732,290500.0
3,1.0,1010.0,9611,1.0,0,0,4,6,1010.0,0,1200,9611,241000.0
4,3.0,2800.0,6977,2.0,0,0,3,8,2800.0,0,2800,6600,449950.0
4,3.5,4170.0,4322,2.0,0,0,3,9,2940.0,1230,2970,4922,810000.0
3,2.0,1790.0,11430,1.0,0,0,3,7,1190.0,600,1700,12114,525000.0
4,1.5,1450.0,5530,1.0,0,0,4,6,1450.0,0,1060,5200,175409.0
3,1.5,2480.0,5280,1.5,0,0,5,7,1620.0,860,2090,4800,475000.0
4,3.75,4100.0,22798,1.5,0,3,5,11,2540.0,1560,3880,18730,2030000.0
2,1.0,1760.0,5250,1.0,0,2,4,7,1000.0,760,1760,5400,490000.0
3,1.5,1290.0,1286,3.0,0,0,3,7,1290.0,0,1720,1286,440000.0
3,2.0,1420.0,12655,1.0,0,0,5,7,1420.0,0,2020,9655,421000.0
6,2.75,2730.0,5000,1.0,0,0,3,8,1780.0,950,2090,5000,733000.0
3,3.75,6030.0,39317,2.0,0,0,3,11,4440.0,1590,4040,12333,1830000.0
3,3.25,3780.0,10623,1.0,0,1,3,11,2650.0,1130,3850,11170,1150000.0
4,2.5,3060.0,10043,1.0,0,0,4,8,1700.0,1360,1630,8296,475000.0
4,2.5,3930.0,21894,2.0,0,0,3,11,3930.0,0,3930,20000,1090000.0
5,5.0,5450.0,20412,2.0,0,0,3,11,5450.0,0,3160,17825,3420000.0
3,2.5,2630.0,10100,1.0,0,0,4,9,1580.0,1050,2400,9700,852500.0
3,2.25,2360.0,14950,1.0,0,0,4,9,2360.0,0,2720,14388,431000.0
3,1.5,1250.0,219978,1.0,0,0,4,6,1250.0,0,1930,210394,350000.0
3,1.75,1540.0,1044,3.0,0,0,3,8,1540.0,0,1580,3090,549000.0
4,2.5,2201.0,9542,2.0,0,0,3,8,2201.0,0,1990,9542,397000.0
4,2.25,1834.0,7460,2.0,0,0,3,8,1834.0,0,1979,9008,280000.0
4,2.5,1940.0,7607,2.0,0,0,3,8,1940.0,0,2250,7600,500000.0
4,2.5,1810.0,4871,2.0,0,0,3,8,1810.0,0,1850,5003,295000.0
3,1.0,1410.0,9704,1.0,0,0,3,8,1140.0,270,1910,13639,400000.0
3,2.25,1960.0,17126,1.0,0,0,3,8,1400.0,560,2060,11466,285750.0
2,1.75,6840.0,10000,2.5,1,4,3,11,4350.0,2490,3120,12300,3280000.0
4,2.25,1890.0,4300,1.5,0,0,3,7,1350.0,540,1830,3800,620000.0
2,1.0,1020.0,13647,1.0,0,0,5,6,1020.0,0,980,8250,160000.0
5,2.75,3170.0,7062,2.0,0,0,3,9,3170.0,0,3210,6891,919950.0
3,2.25,3200.0,3800,2.0,0,0,5,9,2650.0,550,2400,3900,995000.0
4,3.5,2340.0,2810,2.0,0,2,3,8,,610,2600,2843,735000.0
2,1.0,940.0,15000,1.0,0,0,3,7,940.0,0,1450,15000,225000.0
4,3.5,3380.0,11270,2.0,0,1,3,9,2160.0,1220,2910,11214,865000.0
3,1.75,1400.0,7920,1.0,0,0,3,7,1400.0,0,1310,7876,335000.0
2,1.5,1860.0,5100,1.0,0,0,3,7,1060.0,800,1710,5100,510000.0
3,1.75,2180.0,10230,1.0,0,0,4,7,1090.0,1090,2130,7200,325000.0
3,1.5,1460.0,11407,1.0,0,0,3,7,1460.0,0,1470,11407,381000.0
4,2.5,3160.0,8726,2.0,0,0,3,9,3160.0,0,2500,8648,427500.0
4,1.0,1740.0,4400,1.5,0,0,3,7,1740.0,0,1590,4400,382000.0
2,1.75,2320.0,5500,1.5,0,2,3,8,1720.0,600,2380,5000,700000.0
4,3.5,4210.0,9414,2.0,0,0,3,9,4210.0,0,3950,8880,884744.0
2,1.0,1070.0,6100,1.0,0,0,3,6,1070.0,0,1770,5695,406650.0
4,3.25,3950.0,10912,2.0,0,0,3,10,3950.0,0,3000,10998,1780000.0
5,1.0,1880.0,3774,1.5,0,0,3,6,1360.0,520,1420,2550,340000.0
2,1.0,760.0,3001,1.0,0,0,3,6,760.0,0,1750,5000,300000.0
2,2.5,1330.0,1249,3.0,0,0,3,8,1330.0,0,1430,1328,515000.0
5,2.75,3030.0,7000,1.0,0,0,4,7,1540.0,1490,1790,7330,321000.0
3,2.5,1760.0,10137,2.0,0,0,3,8,1760.0,0,2000,6935,310000.0
4,2.5,2650.0,9301,2.0,0,0,3,9,2650.0,0,2730,8688,429000.0
2,1.5,1370.0,159865,1.0,0,0,3,7,1370.0,0,1370,16217,385000.0
3,1.0,1440.0,4268,1.0,0,0,3,7,1040.0,400,1370,4268,285000.0
3,1.75,1260.0,6500,1.0,0,0,4,7,1260.0,0,1500,7700,390000.0
1,1.0,720.0,5100,1.0,0,0,3,6,720.0,0,1320,5100,335000.0
4,2.5,3100.0,7250,2.0,0,0,3,9,3100.0,0,1240,6670,967000.0
4,2.5,3060.0,5000,2.0,0,0,3,9,3060.0,0,2870,5548,710000.0
4,2.25,3270.0,15760,1.0,0,0,4,10,2000.0,1270,4100,15760,987500.0
3,1.5,1190.0,9135,1.0,0,0,4,7,1190.0,0,1520,9146,299000.0
5,3.5,3700.0,8504,2.0,0,0,3,8,2750.0,950,2370,6246,1300000.0
4,2.0,2200.0,7700,1.0,0,0,3,7,1100.0,1100,1790,7700,279000.0
4,1.75,1670.0,8000,1.0,0,0,4,8,1670.0,0,1720,8000,268500.0
2,2.25,860.0,696,2.0,0,0,3,9,860.0,0,1100,3000,345000.0
3,1.0,1020.0,8625,1.0,0,0,3,7,1020.0,0,1290,9440,245000.0
4,2.25,2660.0,7957,1.0,0,0,4,8,1750.0,910,1890,8250,525000.0
3,2.5,2300.0,27566,2.0,0,0,3,9,2300.0,0,2480,16650,510000.0
4,2.25,4250.0,16940,1.0,0,2,4,9,2380.0,1870,3460,17693,1530000.0
3,2.25,2150.0,9250,2.0,0,0,3,8,2150.0,0,2240,9266,559500.0
4,1.75,1530.0,18400,1.5,0,0,4,6,1530.0,0,1620,13535,220000.0
4,3.5,3560.0,6562,2.0,0,0,3,10,3560.0,0,3710,6562,882990.0
3,2.5,1610.0,3848,2.0,0,0,3,8,1610.0,0,1610,3049,292000.0
4,2.5,2510.0,47044,2.0,0,0,3,9,2510.0,0,2600,42612,575000.0
3,1.75,2410.0,51763,1.0,0,0,4,8,1410.0,1000,2410,49207,432000.0
3,1.75,1458.0,858,2.0,0,0,3,8,950.0,508,1458,3000,620000.0
3,1.0,1200.0,5650,1.5,0,0,3,7,1200.0,0,1610,5650,329000.0
4,1.75,2020.0,7029,1.0,0,0,4,7,1430.0,590,1780,7200,532000.0
3,1.75,2600.0,15064,1.0,0,0,4,8,1700.0,900,2940,14984,860000.0
4,3.25,3770.0,982998,2.0,0,0,3,10,3770.0,0,2290,37141,998000.0
3,2.5,1590.0,3480,2.0,0,0,3,7,1590.0,0,1680,3480,320000.0
2,1.75,1830.0,7200,1.0,0,2,4,7,1070.0,760,1570,6000,585000.0
2,2.0,1200.0,7131,1.0,0,0,3,8,1200.0,0,1670,4601,389000.0
4,3.5,4070.0,10976,2.0,0,0,3,10,4070.0,0,4080,10106,889000.0
4,2.5,2850.0,8526,2.0,0,0,3,9,2850.0,0,2440,7072,895000.0
4,1.75,1540.0,8311,1.0,0,0,4,7,1540.0,0,1890,7996,512500.0
4,3.25,4060.0,20822,2.0,0,0,3,10,4060.0,0,4170,23958,1180000.0
4,3.0,3330.0,6990,1.5,0,3,5,9,2330.0,1000,2620,5310,1240000.0
4,1.75,1880.0,12150,1.0,0,0,3,7,1280.0,600,1980,9680,310000.0
4,2.5,2350.0,8182,2.0,0,0,3,8,2350.0,0,2330,7000,367000.0
4,2.25,2230.0,11200,1.0,0,0,4,7,1300.0,930,2090,10563,480000.0
3,2.0,1410.0,9600,1.0,0,0,4,7,1410.0,0,1410,9600,365500.0
3,1.0,1210.0,6650,1.0,0,0,3,6,1210.0,0,990,7590,355000.0
3,1.0,1120.0,5200,1.0,0,0,5,7,1120.0,0,1690,5200,195700.0
3,2.75,1320.0,15236,1.0,0,0,3,7,880.0,440,1490,8351,210000.0
3,1.0,1460.0,43000,1.0,0,0,3,7,1460.0,0,2250,20023,400000.0
3,2.5,2190.0,11394,1.0,0,0,3,8,1550.0,640,2190,9540,1290000.0
3,3.25,1860.0,2218,3.0,0,0,3,8,1860.0,0,1860,2218,387500.0
3,2.5,4560.0,17622,2.0,0,0,4,9,3800.0,760,2360,15000,695000.0
3,2.5,1580.0,2765,2.0,0,0,3,8,1580.0,0,1580,1820,349900.0
3,2.5,1500.0,7401,2.0,0,0,3,8,1500.0,0,1720,7171,260000.0
3,1.75,1800.0,7620,1.0,0,0,3,8,1350.0,450,1770,7620,509007.0
2,1.75,1220.0,15600,1.0,0,0,3,6,1220.0,0,1510,17818,215500.0
3,2.0,1550.0,15040,1.0,0,0,4,6,1550.0,0,1510,41416,249950.0
5,2.0,2280.0,19000,1.5,0,0,3,6,2280.0,0,1790,11800,365000.0
4,1.75,1620.0,4240,1.5,0,0,5,7,1620.0,0,1450,4240,512500.0
3,2.25,2370.0,9619,1.0,0,0,4,8,1650.0,720,1960,9712,746000.0
4,2.25,2560.0,12100,1.0,0,0,4,8,1760.0,800,2240,12100,765000.0
4,2.75,2410.0,5225,2.0,0,0,3,8,2410.0,0,2300,5378,379000.0
3,1.75,1970.0,8200,1.0,0,0,3,7,1270.0,700,1890,8348,315000.0
4,2.5,2730.0,7649,2.0,0,0,3,7,2730.0,0,2730,6216,507000.0
3,2.0,2500.0,30056,1.0,0,0,5,8,1840.0,660,2500,30000,575000.0
4,2.75,3260.0,19542,1.0,0,0,4,10,2170.0,1090,3480,19863,1880000.0
3,2.0,1410.0,6413,1.0,0,0,4,7,910.0,500,1330,6050,590000.0
2,1.0,1120.0,7560,1.0,0,1,3,6,1120.0,0,1120,7200,380000.0
1,1.0,700.0,5621,1.0,0,0,4,6,700.0,0,1020,5621,403500.0
3,2.5,1590.0,3121,2.0,0,0,3,7,1590.0,0,1090,4900,299000.0
3,2.5,1970.0,3667,2.0,0,0,3,7,1970.0,0,1970,3739,420000.0
4,2.25,2230.0,6000,1.5,0,2,3,8,1810.0,420,2840,6000,740000.0
3,1.0,1020.0,7650,1.0,0,0,3,6,1020.0,0,1870,5500,625000.0
4,2.25,3010.0,12202,1.0,0,0,4,9,3010.0,0,2480,10143,830000.0
3,2.5,1270.0,1283,3.0,0,0,3,7,1270.0,0,1270,1512,292000.0
2,1.75,1100.0,7600,1.0,0,0,3,6,1100.0,0,1230,7350,189650.0
2,1.0,880.0,4814,1.0,0,0,4,5,880.0,0,1010,6160,208500.0
3,1.75,1510.0,12408,1.0,0,0,4,7,1510.0,0,1480,17800,310650.0
2,1.0,1620.0,5400,1.0,0,0,3,6,920.0,700,1540,7245,290000.0
4,5.5,7080.0,16573,2.0,0,0,3,12,5760.0,1320,3140,15996,4000000.0
5,3.0,3070.0,5252,2.0,0,0,3,8,3070.0,0,2760,5203,341950.0
4,2.5,2750.0,15099,2.0,0,0,3,8,2750.0,0,2500,14564,535000.0
2,2.25,1860.0,2670,2.0,0,0,4,8,1860.0,0,1860,2531,462370.0
3,1.0,1380.0,5400,1.0,0,0,4,7,1380.0,0,1190,6075,380000.0
4,2.75,2170.0,7140,1.0,0,0,3,8,1290.0,880,2120,7820,555000.0
4,2.5,2700.0,6515,2.0,0,0,3,9,2700.0,0,2900,6710,426500.0
3,2.25,1430.0,800,2.0,0,0,3,8,1140.0,290,1430,1387,384000.0
4,2.5,4090.0,11225,2.0,0,0,3,10,4090.0,0,3510,8762,885000.0
5,2.25,2890.0,12478,2.0,0,0,3,9,,0,2570,11880,598000.0
4,1.75,1500.0,12560,1.0,0,0,4,7,1000.0,500,1700,9020,239000.0
2,1.0,910.0,3600,1.0,0,0,4,7,910.0,0,1720,3600,605000.0
2,1.75,2870.0,102366,2.0,0,2,4,8,1770.0,1100,2960,108900,570000.0
4,3.0,3290.0,10783,2.0,0,0,3,9,3290.0,0,2810,10783,449950.0
3,1.5,1110.0,1150,2.0,0,0,3,8,940.0,170,1380,1751,190500.0
4,2.0,2300.0,8400,1.0,0,0,4,6,1150.0,1150,1230,8400,258750.0
3,2.5,3820.0,35016,2.0,0,0,4,9,3820.0,0,3010,35190,775000.0
5,2.25,2780.0,10192,2.0,0,0,4,9,2780.0,0,2740,9900,830000.0
3,1.75,1590.0,1322,2.0,0,0,3,8,1060.0,530,1530,5400,465000.0
2,1.0,900.0,6400,1.0,0,0,2,6,900.0,0,1350,6405,140000.0
3,2.5,2070.0,4463,1.5,0,0,5,8,1780.0,290,2070,5000,781000.0
3,2.5,1780.0,2778,2.0,0,0,3,8,1530.0,250,1380,1998,443000.0
3,2.0,1350.0,11150,1.0,0,0,3,7,1110.0,240,1290,10043,310000.0
3,2.0,1010.0,12252,1.0,0,0,3,8,1010.0,0,1840,11497,400000.0
4,2.5,2500.0,8282,2.0,0,0,3,9,2500.0,0,2500,8046,620000.0
3,2.25,1830.0,7897,1.0,0,0,4,8,1290.0,540,1990,8306,572000.0
3,2.5,1680.0,4075,2.0,0,0,3,7,1680.0,0,1710,4075,394000.0
4,2.5,1940.0,3784,2.0,0,0,3,8,1940.0,0,1940,4499,330000.0
4,2.75,2110.0,8190,1.5,0,0,5,8,2110.0,0,2420,8400,746000.0
5,5.75,9200.0,35069,2.0,0,0,3,13,6200.0,3000,3560,24345,5570000.0
4,2.5,2880.0,3091,2.0,0,0,3,9,1940.0,940,1560,4080,635000.0
3,3.0,2490.0,3600,2.0,0,3,4,8,1790.0,700,2490,3600,1390000.0
2,1.0,1510.0,11165,1.5,0,0,4,7,1510.0,0,2210,8851,549000.0
3,2.5,1440.0,1068,2.0,0,0,3,8,1160.0,280,1580,1483,292500.0
3,2.0,1770.0,14400,1.0,0,0,4,8,1770.0,0,1900,14400,381000.0
2,1.0,1160.0,5395,1.0,0,0,3,7,860.0,300,1664,5363,350000.0
4,2.5,1980.0,6660,2.0,0,0,4,7,1980.0,0,1980,7150,463000.0
4,1.0,1280.0,8316,1.0,0,0,3,6,1280.0,0,1310,7830,239000.0
3,2.25,1780.0,7280,1.0,0,2,3,7,,440,2060,7280,449500.0
5,3.0,3223.0,6371,2.0,0,0,3,9,3223.0,0,1979,9008,479349.0
2,1.0,930.0,4743,1.0,0,0,4,5,930.0,0,930,4779,141800.0
3,2.5,3530.0,9753,2.0,0,0,3,10,3530.0,0,3220,9234,898000.0
4,1.0,1610.0,8401,1.0,0,0,3,7,1610.0,0,1610,8401,269000.0
2,0.5,1180.0,7750,1.0,0,0,4,6,590.0,590,1380,8976,273000.0
4,2.5,1710.0,9627,1.0,0,0,3,9,1440.0,270,2140,9131,749000.0
3,1.0,1050.0,6300,1.0,0,0,3,6,1050.0,0,740,6300,220000.0
4,2.0,1910.0,10200,1.0,0,0,4,7,1910.0,0,1820,15600,335000.0
3,1.0,1130.0,9147,1.0,0,0,5,7,1130.0,0,1930,9906,426000.0
2,1.0,1210.0,3090,1.0,0,0,3,6,860.0,350,1210,3348,366000.0
4,2.5,2080.0,4080,1.0,0,0,5,7,1040.0,1040,1340,4080,550000.0
4,2.5,2410.0,15899,2.0,0,3,3,9,2410.0,0,2360,11412,610000.0
3,2.25,1580.0,1487,3.0,0,0,3,9,1580.0,0,1600,1525,542300.0
3,2.25,1960.0,6500,2.0,0,0,4,8,1960.0,0,1860,6160,450000.0
3,1.75,1800.0,16026,1.0,0,0,3,8,1390.0,410,2210,13959,493500.0
3,2.5,2650.0,7286,2.0,0,0,3,8,2650.0,0,2400,7220,446500.0
5,2.5,2960.0,9877,1.0,0,0,4,7,1480.0,1480,1900,9877,550000.0
2,2.25,1160.0,1010,2.0,0,0,3,8,1000.0,160,1200,1170,495000.0
3,1.75,1460.0,7980,1.0,0,0,3,7,1460.0,0,1920,7980,290000.0
3,1.5,1730.0,7800,1.0,0,0,3,7,1330.0,400,1780,8309,394999.0
6,3.5,4860.0,11793,2.0,0,0,3,11,3860.0,1000,3600,11793,1070000.0
4,2.25,3080.0,10487,2.0,0,0,4,9,3080.0,0,2480,10607,1170000.0
3,2.25,1450.0,19206,2.0,0,0,3,7,1450.0,0,1710,21485,410000.0
2,1.0,960.0,8276,1.0,0,0,3,5,960.0,0,1620,6000,305000.0
5,3.0,3520.0,36558,2.0,0,0,4,8,2100.0,1420,3000,36558,632000.0
3,2.0,1760.0,2875,2.0,0,2,3,7,1290.0,470,1760,4830,437500.0
4,2.5,3320.0,8325,2.5,0,0,5,10,3320.0,0,3680,6050,1800000.0
3,2.0,1800.0,12440,1.0,0,0,3,8,1220.0,580,2460,12352,418500.0
4,2.5,2623.0,7184,2.0,0,0,3,8,2623.0,0,2010,4939,333000.0
2,2.0,1730.0,4248,2.0,0,0,3,7,1730.0,0,1380,4000,450000.0
4,2.5,3040.0,6425,2.0,0,0,3,8,3040.0,0,3040,7800,776000.0
4,1.5,2150.0,11026,1.0,0,0,4,7,2150.0,0,1760,10283,400000.0
3,1.0,1200.0,9194,1.0,0,0,4,7,1200.0,0,1330,8650,369500.0
